bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15
3,2.25,1580,47916,1.0,0,0,3,7,1580.0,0,1979,0,47.5583,-121.852,1980,75358
4,2.25,1630,7969,1.0,0,0,3,7,1100.0,530,1977,0,47.7336,-122.19,1580,7440
2,2.0,1430,3880,1.0,0,0,4,7,1430.0,0,1949,0,47.6844,-122.392,1430,3880
3,1.5,1460,11407,1.0,0,0,3,7,1460.0,0,1954,0,47.746,-122.294,1470,11407
4,1.75,2320,4800,1.5,0,0,3,7,2170.0,150,1918,0,47.6893,-122.365,1390,4800
4,2.5,2910,8881,2.0,0,1,3,10,1940.0,970,1932,0,47.6424,-122.411,2540,5250
4,2.5,2600,8921,2.0,0,0,3,8,2600.0,0,1991,0,47.4423,-122.178,2550,8683
4,2.25,3040,5000,2.0,0,3,4,9,2080.0,960,1926,0,47.6565,-122.278,2870,5000
4,3.5,5830,131116,2.0,0,0,3,11,5830.0,0,2005,0,47.5986,-121.949,5340,207206
3,1.0,1200,7220,1.0,0,0,3,6,1200.0,0,1977,0,47.3746,-122.183,1200,7200
4,2.5,1954,5075,2.0,0,0,3,8,1954.0,0,2007,0,47.2606,-122.253,1934,5000
3,1.5,1010,10000,1.0,0,0,4,7,1010.0,0,1973,0,47.2881,-122.294,2420,34637
3,2.5,2490,8582,2.0,0,0,3,9,2490.0,0,2000,0,47.625,-122.042,2870,7598
3,2.0,2330,3600,1.5,0,0,4,7,1580.0,750,1900,0,47.6025,-122.303,1750,3600
4,5.25,6110,10369,2.0,0,0,3,11,6110.0,0,2005,0,47.5285,-122.135,4190,10762
4,3.5,3560,4951,2.0,0,0,3,9,3560.0,0,2014,0,47.6178,-122.055,3540,5500
4,2.75,2610,4160,3.0,0,0,5,8,1910.0,700,1910,0,47.6901,-122.357,1470,4140
3,1.0,1170,4400,1.0,0,0,3,7,870.0,300,1951,0,47.6584,-122.391,1240,4400
4,3.25,3610,4000,2.0,0,0,3,9,2640.0,970,2007,0,47.658,-122.396,1980,4000
3,1.75,1850,14986,2.0,0,0,3,6,1850.0,0,1943,2005,47.4837,-122.148,2660,10650
3,1.5,1370,9000,1.0,0,0,3,7,1370.0,0,1962,0,47.4973,-122.328,1400,9075
2,1.0,1440,7130,1.0,0,2,3,7,1210.0,230,1948,0,47.6778,-122.267,1970,7130
3,2.5,1560,2740,2.0,0,0,3,8,1560.0,0,1999,0,47.4909,-122.154,1310,2698
2,1.0,990,15120,1.0,0,0,4,6,990.0,0,1953,0,47.7669,-122.206,1300,11500
4,1.75,2520,15205,1.0,0,0,4,7,2040.0,480,1954,0,47.7642,-122.264,1680,10000
3,2.5,2620,9112,2.0,0,0,3,9,2620.0,0,1995,0,47.6972,-122.116,2620,9067
6,2.0,2800,29985,1.0,0,0,5,7,1400.0,1400,1954,0,47.4398,-122.08,1980,29985
5,3.75,4590,11265,2.0,0,0,4,11,3450.0,1140,1927,0,47.6389,-122.288,3870,8996
3,1.75,1320,9450,1.0,0,0,5,7,1320.0,0,1943,0,47.4557,-122.348,1320,8315
3,1.0,990,7590,1.0,0,0,3,6,990.0,0,1959,0,47.6228,-122.121,1100,7590
3,3.0,2900,11769,2.0,0,0,3,10,2900.0,0,1997,0,47.6993,-122.118,2900,9611
4,1.0,1750,12528,1.0,0,0,4,7,1750.0,0,1967,0,47.743,-122.097,1550,14120
4,2.5,2350,3904,2.5,0,0,3,7,2350.0,0,1999,0,47.5305,-122.351,1120,4000
4,2.0,2060,6400,1.0,0,0,3,7,1170.0,890,1977,0,47.2924,-122.197,1890,8736
4,2.5,2700,5150,2.0,0,0,3,9,2700.0,0,2007,0,47.5071,-122.148,3160,7620
4,2.5,2810,52062,1.5,0,0,4,9,2810.0,0,1988,0,47.5941,-122.029,3330,49783
4,2.5,2370,6500,2.0,0,0,3,9,2370.0,0,1998,0,47.3328,-122.173,2590,6137
3,2.5,1430,9044,2.0,0,0,3,7,1430.0,0,1991,0,47.1956,-121.986,1580,8624
3,2.5,1300,877,2.0,0,0,3,7,1060.0,240,2008,0,47.6591,-122.392,1320,1414
3,3.5,3950,111078,1.5,0,0,3,9,2460.0,1490,1989,0,47.697,-122.072,2480,88500
3,1.75,1460,12367,2.0,1,4,4,8,1120.0,340,1970,0,47.3311,-122.375,1970,18893
3,1.0,1200,7200,1.0,0,0,3,6,1200.0,0,1977,0,47.3746,-122.183,1200,7420
3,1.75,1590,7931,1.0,0,0,3,7,1190.0,400,1979,0,47.3628,-122.05,1680,7931
3,2.5,1790,4038,2.0,0,0,3,8,1790.0,0,2005,0,47.5499,-121.998,1700,3365
3,1.75,1160,6120,1.0,0,0,3,7,1040.0,120,1941,0,47.6926,-122.287,1530,6120
4,3.0,2460,10401,1.0,0,0,5,7,1700.0,760,1947,0,47.7106,-122.285,1470,7727
2,1.75,1340,7380,1.0,0,0,3,6,1340.0,0,1940,0,47.4785,-122.229,1980,9600
2,2.5,1830,2856,2.0,0,0,3,7,1830.0,0,2005,0,47.5524,-121.996,1850,2667
3,2.25,2200,8000,2.0,0,0,3,8,2200.0,0,1981,0,47.4522,-122.208,2170,8000
2,1.5,1040,8526,1.0,0,0,5,6,1040.0,0,1953,0,47.7349,-122.295,1310,8504
3,2.5,1440,5434,2.0,0,0,3,7,1440.0,0,2003,0,47.6818,-122.034,1560,3770
5,1.75,1610,15246,1.0,0,0,3,6,1610.0,0,1936,0,47.5654,-121.894,1410,10500
5,3.0,2960,15152,2.0,0,0,3,9,2960.0,0,2004,0,47.6689,-122.179,1850,9453
3,1.75,1070,7754,1.0,0,0,3,6,1070.0,0,1953,0,47.5079,-122.344,950,7740
4,3.5,2690,6164,2.0,0,0,3,9,2690.0,0,2002,0,47.599,-121.973,2910,5000
4,2.5,2590,7910,2.0,0,0,3,9,2590.0,0,2001,0,47.6978,-122.284,1700,7488
4,1.0,1920,13787,1.0,0,0,4,7,1220.0,700,1966,0,47.4502,-122.277,1490,11200
2,1.0,840,6480,1.0,0,0,4,5,840.0,0,1954,0,47.264,-122.258,1100,7300
4,1.75,1680,6758,1.0,0,0,3,8,1680.0,0,1974,0,47.641,-122.113,1910,7000
4,1.75,1500,6820,1.5,0,0,5,7,1500.0,0,1905,0,47.6794,-122.37,1360,4125
4,1.75,2660,3520,2.0,0,0,4,8,2080.0,580,1917,0,47.6743,-122.308,2100,4080
3,1.0,1350,8700,1.5,0,0,3,6,1350.0,0,1942,0,47.4497,-122.289,1300,8700
3,1.5,1910,10583,1.5,0,0,4,7,1910.0,0,1922,1967,47.2782,-122.212,1770,9068
5,1.75,2510,9750,1.5,0,0,3,8,2510.0,0,1969,0,47.6635,-122.149,1900,9750
3,1.75,1610,7200,1.0,0,0,3,8,1090.0,520,1973,0,47.6279,-122.287,3790,7200
4,4.0,4130,5575,2.0,1,4,4,10,2860.0,1270,1993,0,47.5968,-122.083,2980,5575
6,4.5,3600,6110,2.0,0,0,3,9,2510.0,1090,2012,0,47.5687,-122.291,1360,5800
3,1.75,1890,7560,1.0,0,0,3,8,1430.0,460,1973,0,47.7322,-122.185,1890,9095
2,2.5,1480,1369,3.0,0,0,3,7,1480.0,0,2009,0,47.676,-122.121,1390,1337
4,1.0,1520,9800,1.5,0,0,4,7,1520.0,0,1971,0,47.7303,-122.236,1540,7700
3,2.25,1990,10260,2.0,0,0,4,8,1990.0,0,1987,0,47.6801,-122.115,1990,10260
3,1.5,1200,8560,1.0,0,0,4,7,1200.0,0,1975,0,47.7392,-122.194,1550,7800
4,1.75,1510,5500,1.5,0,0,3,7,1510.0,0,1920,0,47.535,-122.359,1320,6431
4,2.75,2050,7171,1.0,0,0,3,8,1540.0,510,1988,0,47.6194,-122.042,1960,7110
3,2.5,2300,5500,1.5,0,0,4,8,2000.0,300,1921,0,47.5785,-122.293,2100,5000
3,2.5,1650,6675,1.0,0,0,3,8,1290.0,360,1990,0,47.2899,-122.372,1880,6675
4,2.25,2070,13084,1.0,0,0,4,8,1700.0,370,1967,0,47.5606,-122.222,2520,10180
3,1.75,1420,3000,1.0,0,0,3,5,710.0,710,1931,2014,47.4928,-122.274,1960,5000
3,2.5,2040,7580,2.0,0,2,3,8,2040.0,0,1998,0,47.2618,-122.209,1960,7820
4,2.25,2380,4876,2.0,0,0,4,9,2240.0,140,1948,0,47.6822,-122.4,1780,4559
3,2.25,1850,2575,2.0,0,0,3,9,1850.0,0,2013,0,47.5525,-122.273,1080,4120
4,2.5,2980,10459,2.0,0,0,3,9,2980.0,0,2001,0,47.7354,-121.974,2920,7700
4,2.75,2760,18306,1.0,0,0,3,7,1630.0,1130,1978,0,47.7302,-122.215,2470,9856
3,1.75,1220,9732,1.0,0,0,3,7,1220.0,0,1965,0,47.7736,-122.214,1630,10007
5,1.75,2340,9148,2.0,0,0,3,7,2340.0,0,1957,0,47.4232,-122.324,1390,10019
3,1.75,1610,6480,1.0,0,0,4,7,1610.0,0,1947,0,47.7137,-122.307,1230,8040
4,2.0,2450,4400,1.0,0,0,3,7,1450.0,1000,1913,1980,47.6414,-122.327,1890,1386
3,1.0,1150,7314,1.0,0,0,3,7,1150.0,0,1960,0,47.6246,-122.113,1350,7350
4,2.5,2990,9374,2.0,0,0,3,9,2990.0,0,2003,0,47.6287,-122.024,2440,8711
3,1.5,1800,10050,1.0,0,0,3,7,1800.0,0,1955,0,47.6344,-122.126,1610,10050
3,1.0,1280,11625,1.0,0,0,4,7,1280.0,0,1977,0,47.6827,-122.059,1320,10875
2,2.0,1510,4000,1.0,0,0,4,7,1010.0,500,1900,0,47.6582,-122.345,1920,4000
3,1.0,1710,5000,1.0,0,0,5,7,1140.0,570,1921,0,47.5719,-122.385,1670,4000
4,4.25,4420,5750,2.0,0,0,3,10,3410.0,1010,2006,0,47.5404,-122.073,4420,5750
4,2.5,3830,13800,1.0,0,4,4,9,2030.0,1800,1969,0,47.5671,-122.157,3460,9875
4,2.5,1820,6916,2.0,0,0,3,7,1820.0,0,1994,0,47.3862,-122.029,1680,6995
3,1.0,1050,5156,1.5,0,0,3,7,1050.0,0,1919,0,47.5169,-122.358,1050,5502
3,2.5,1460,11593,2.0,0,0,3,7,1460.0,0,1989,0,47.2984,-122.385,1640,9703
5,2.5,2600,4641,2.0,0,0,3,7,2600.0,0,2005,0,47.4325,-122.146,2330,4589
3,1.75,1020,5000,1.0,0,0,5,6,1020.0,0,1954,0,47.5332,-122.29,1360,5000
3,1.0,2150,7007,1.0,0,0,3,6,2150.0,0,1954,0,47.7615,-122.362,1720,9000
2,1.0,1070,8130,1.0,0,0,3,7,1070.0,0,1942,0,47.697,-122.37,1360,7653
4,3.25,4020,11588,2.0,0,0,3,11,4020.0,0,2000,0,47.5217,-122.155,3190,8066
2,1.0,1170,6000,1.0,0,0,4,7,970.0,200,1941,0,47.6994,-122.354,2130,6002
4,2.25,2500,8500,2.0,0,0,4,8,2500.0,0,1979,0,47.5569,-122.151,2470,9100
5,2.5,1660,4000,1.5,0,0,5,8,1660.0,0,1929,0,47.6452,-122.352,1210,4000
2,1.0,1150,3000,1.0,0,0,3,6,780.0,370,1915,0,47.5624,-122.291,1150,5000
3,1.5,1150,11571,1.0,0,0,3,7,1150.0,0,1961,0,47.4931,-122.298,1630,11571
4,2.5,2440,28405,2.0,0,0,3,8,2440.0,0,2002,0,47.7386,-122.238,2480,11429
5,2.25,3410,35536,2.0,0,0,3,10,2530.0,880,1974,0,47.65,-122.155,3140,43453
4,1.5,2480,6383,1.0,0,0,3,7,1380.0,1100,1946,0,47.6445,-122.374,1440,6000
3,2.0,2300,5000,1.0,0,0,4,8,1150.0,1150,1938,0,47.6521,-122.413,2300,5000
4,2.5,1960,3543,2.0,0,0,3,7,1960.0,0,2004,0,47.4849,-122.184,2420,3646
3,2.5,2790,21043,2.0,0,0,3,9,2790.0,0,1993,0,47.673,-122.03,2900,34589
4,1.0,1510,7200,1.5,0,0,4,7,1510.0,0,1955,0,47.761,-122.307,1950,10656
3,1.5,1360,1795,2.0,0,0,3,7,1360.0,0,1945,0,47.6471,-122.397,1580,1795
4,1.0,1290,6034,1.0,0,0,3,6,1050.0,240,1950,0,47.5223,-122.286,1060,6034
3,2.75,1740,8436,1.0,0,0,3,7,1140.0,600,1967,0,47.3456,-122.305,1550,8436
2,1.0,1050,2699,1.0,0,0,3,7,1050.0,0,2005,0,47.5471,-121.996,1240,2671
3,1.0,1440,5000,2.0,0,0,3,7,1440.0,0,1910,0,47.6741,-122.354,1850,4500
4,2.75,3220,16145,2.0,0,0,3,10,3220.0,0,1993,0,47.5786,-121.995,3200,12921
2,1.0,940,5000,1.0,0,0,3,7,940.0,0,1950,0,47.7518,-122.279,1800,7400
3,2.5,2260,3640,2.0,0,0,3,8,2260.0,0,1994,0,47.7356,-122.157,2350,3710
6,3.25,4440,17424,1.0,0,1,4,9,2220.0,2220,1959,0,47.5791,-122.23,2660,10768
2,2.25,1360,1336,3.0,0,0,3,8,1360.0,0,2008,0,47.6714,-122.392,1280,1295
3,1.75,1220,7447,1.0,0,0,4,7,1220.0,0,1964,0,47.6886,-122.211,1340,7200
3,2.5,3560,8297,1.0,0,2,4,8,1650.0,1910,1948,0,47.6473,-122.407,2760,8297
4,2.75,3130,13412,2.0,0,0,3,9,2140.0,990,1993,0,47.6993,-122.102,2260,9984
4,3.5,2584,5005,2.0,0,0,3,8,2584.0,0,2014,0,47.296,-122.35,2767,5201
5,2.75,2830,5310,2.0,0,0,3,9,2830.0,0,2006,0,47.7074,-122.101,3150,6581
5,1.5,1700,7200,1.5,0,0,3,7,1700.0,0,1937,0,47.7614,-122.203,1460,7194
2,1.0,770,6542,1.0,0,0,3,6,770.0,0,1948,0,47.747,-122.301,1120,8149
3,2.5,1660,4083,2.0,0,0,3,7,1660.0,0,2013,0,47.3595,-122.045,1800,4087
3,2.0,1980,3478,1.5,0,0,4,7,1440.0,540,1929,0,47.6775,-122.372,1610,3478
2,1.75,1060,4182,2.0,0,0,3,7,1060.0,0,1977,0,47.6787,-122.308,1760,4590
4,2.5,2110,6820,1.0,0,0,5,7,1530.0,580,1942,0,47.6882,-122.306,1420,6431
4,2.5,2530,6500,1.5,0,0,3,8,1720.0,810,1975,0,47.6737,-122.284,2150,5280
2,1.0,1170,4080,1.0,0,0,4,7,1170.0,0,1909,0,47.6784,-122.386,1560,4586
3,1.75,2340,6750,1.5,0,0,5,7,1620.0,720,1914,0,47.6956,-122.335,1410,3388
3,1.75,1920,11340,1.0,0,0,4,7,1230.0,690,1977,0,47.3272,-122.362,1980,9638
3,2.25,1500,8100,1.0,0,0,3,7,1210.0,290,1968,0,47.4632,-122.19,1600,7896
3,2.5,1720,6847,2.0,0,0,3,7,1720.0,0,1987,0,47.3266,-122.272,1610,7790
4,2.5,2850,6809,2.0,0,0,3,9,2850.0,0,2003,0,47.7353,-121.973,2820,7500
4,1.75,2360,7620,1.0,0,0,4,7,1180.0,1180,1955,0,47.5278,-122.345,1910,7620
3,2.5,1540,1326,3.0,0,0,3,8,1390.0,150,1995,0,47.6457,-122.374,1680,1592
4,2.5,2440,7797,1.0,0,0,3,8,1560.0,880,1965,0,47.3895,-122.222,2090,8100
3,1.0,1370,17859,1.0,0,0,4,7,1150.0,220,1930,0,47.5617,-121.859,1460,47044
3,3.25,3320,15022,2.0,0,0,3,10,3320.0,0,1989,0,47.429,-122.341,3430,15018
4,2.75,2950,49658,1.0,0,0,4,8,2950.0,0,1960,1998,47.3596,-121.922,1720,54672
4,2.5,2210,5002,1.0,0,0,3,7,1370.0,840,1977,0,47.6637,-122.401,1970,4920
5,3.5,3630,8100,2.0,0,0,3,10,3630.0,0,2008,0,47.5951,-122.2,1730,8246
4,1.75,1920,7986,1.0,0,0,3,7,960.0,960,1952,0,47.7209,-122.318,1700,7452
3,1.75,1500,7200,1.0,0,0,3,7,1500.0,0,1957,0,47.7748,-122.337,1650,7392
4,2.0,1370,8837,1.5,0,0,3,7,1370.0,0,1955,0,47.4386,-122.285,1360,9000
3,2.5,4040,147856,2.0,0,0,3,9,4040.0,0,2004,0,47.2711,-122.067,3000,125452
3,2.0,3660,22410,1.0,0,3,4,9,1830.0,1830,1947,0,47.6972,-122.4,2680,8250
3,1.0,1600,12566,1.0,0,0,4,7,1600.0,0,1971,0,47.4431,-121.765,1600,10650
4,3.75,3280,11000,2.0,0,0,3,10,2320.0,960,2008,0,47.6855,-122.201,2400,8351
3,1.75,1440,8050,1.0,0,0,3,8,1440.0,0,1985,0,47.3187,-122.39,1790,7488
2,2.0,1600,64468,1.0,0,0,3,7,1600.0,0,1950,0,47.7344,-122.143,1950,64468
3,0.75,1420,3060,1.0,0,0,4,7,860.0,560,1923,0,47.6872,-122.346,1350,4000
6,3.5,3670,3959,2.0,0,0,3,10,2410.0,1260,2008,0,47.6356,-122.373,2060,3625
3,2.5,2150,5193,2.0,0,0,3,8,2150.0,0,1995,0,47.6952,-122.187,2150,7172
2,1.0,1290,3140,2.0,0,0,3,7,1290.0,0,2008,0,47.6971,-122.026,1290,2628
5,1.75,2290,7900,1.0,0,0,4,7,1190.0,1100,1965,0,47.7577,-122.358,1870,8250
3,2.25,1790,9927,1.0,0,2,4,7,1240.0,550,1969,0,47.5822,-122.077,2610,10700
4,1.75,2620,11041,1.5,0,0,4,9,2620.0,0,1962,0,47.5975,-122.174,2230,11041
2,2.25,1700,2383,2.0,0,0,3,8,1700.0,0,2005,0,47.547,-121.997,1700,2700
3,2.5,1560,5259,2.0,0,0,3,8,1560.0,0,1999,0,47.5985,-122.016,2170,5461
2,1.5,830,1325,2.0,0,0,3,7,830.0,0,2005,0,47.5472,-122.384,1310,1485
3,1.0,1150,10196,1.0,0,0,4,7,1150.0,0,1957,0,47.6788,-122.162,1410,8925
2,2.5,1414,1960,2.0,0,0,3,8,1414.0,0,1986,0,47.5423,-122.189,1414,2511
3,3.25,3140,5445,2.0,0,3,4,10,2240.0,900,1913,0,47.6406,-122.347,2950,5250
4,2.25,2230,7200,1.0,0,0,4,7,1300.0,930,1963,0,47.7648,-122.33,2010,7752
2,1.0,1250,8520,1.0,0,0,3,6,1250.0,0,1928,0,47.5158,-122.378,1040,8520
5,3.25,2590,11500,1.0,0,2,4,9,2590.0,0,1968,0,47.545,-122.229,2780,11989
4,1.5,1180,8058,1.0,0,0,5,7,1180.0,0,1969,0,47.2966,-122.19,1800,9348
4,2.5,3135,5811,2.0,0,0,3,9,3135.0,0,2005,0,47.3263,-122.18,3008,5799
3,2.25,1580,11680,1.0,0,0,4,7,1580.0,0,1958,0,47.5872,-122.17,2270,10948
2,1.0,720,7200,1.0,0,0,5,6,720.0,0,1943,0,47.4763,-122.177,970,8027
2,1.0,1160,5750,1.0,0,0,4,6,1160.0,0,1924,0,47.5322,-121.829,1160,8250
5,2.25,2980,7781,1.0,0,0,3,9,1580.0,1400,1960,0,47.7048,-122.279,2310,7781
3,2.5,1920,144619,1.0,0,0,3,8,1920.0,0,2014,0,47.2683,-121.946,2010,48787
3,2.5,1650,2787,2.0,0,0,3,8,1650.0,0,2014,0,47.5336,-121.838,1760,2787
3,1.75,2500,8289,1.0,0,0,4,7,1250.0,1250,1958,0,47.4973,-122.177,1710,8205
3,1.5,1070,5150,1.0,0,0,4,6,1070.0,0,1940,0,47.5335,-122.349,1020,4800
3,1.0,1090,6435,1.0,0,0,4,7,1090.0,0,1955,0,47.5334,-122.365,1340,6435
5,4.75,5305,8401,2.0,0,2,3,11,3745.0,1560,2005,0,47.6864,-122.215,2960,7200
4,3.0,2120,7650,2.0,0,0,3,8,2120.0,0,1964,0,47.6214,-122.14,2260,7885
3,1.0,1590,6420,1.0,0,0,3,7,1590.0,0,1944,0,47.5355,-122.392,1780,5900
5,2.5,3070,7200,2.0,0,0,3,8,3070.0,0,2005,0,47.4939,-122.137,2590,7200
2,1.0,1230,1820,2.0,0,0,4,7,830.0,400,1948,0,47.6684,-122.401,1660,3056
3,2.5,1650,3436,2.0,0,0,3,7,1650.0,0,2003,0,47.6819,-122.036,1680,3446
3,1.5,2210,11111,1.5,0,0,3,7,2210.0,0,1934,0,47.492,-122.309,1250,8422
3,1.75,1580,9719,1.0,0,0,5,7,1580.0,0,1962,0,47.5396,-122.18,1760,8539
4,3.5,3320,19850,1.0,0,2,4,10,2040.0,1280,1977,0,47.527,-122.228,3240,15470
4,2.25,2330,7020,1.0,0,0,4,8,1450.0,880,1973,0,47.562,-122.139,2330,8500
4,1.75,1390,10660,1.0,0,0,4,7,1030.0,360,1960,0,47.4128,-122.323,1800,11960
2,2.0,1540,7110,1.0,0,0,3,7,960.0,580,1949,0,47.6932,-122.395,1860,7065
4,2.5,2180,11200,1.0,0,0,4,8,2180.0,0,1968,0,47.7476,-122.086,1790,11200
3,3.5,3490,4000,2.0,0,0,3,9,2570.0,920,2009,0,47.6385,-122.281,1880,4000
3,1.75,1130,7000,1.0,0,0,3,7,1130.0,0,1978,0,47.307,-122.372,1830,8880
4,3.0,2170,8240,1.0,0,0,4,8,1370.0,800,1968,0,47.6291,-122.093,2020,7944
4,1.5,1360,9323,1.0,0,0,4,7,1360.0,0,1968,0,47.3168,-122.401,1180,9611
4,1.75,2610,21600,1.0,0,0,4,8,2610.0,0,1966,0,47.6245,-122.227,2920,20330
5,3.5,5050,16500,2.0,0,2,3,11,5050.0,0,2001,0,47.5863,-121.967,4570,16500
4,2.5,2120,9603,2.0,0,0,3,8,2120.0,0,1985,0,47.5348,-122.053,1990,9611
5,2.5,2100,14395,1.0,0,0,3,7,1140.0,960,1983,0,47.7723,-122.317,1830,8700
4,1.0,1390,4240,1.0,0,0,3,7,1050.0,340,1924,0,47.6596,-122.338,1810,4240
2,2.0,1615,4590,1.5,0,0,5,8,1615.0,0,1906,0,47.6886,-122.348,1470,4590
4,3.5,3390,3979,2.0,0,0,3,9,2610.0,780,2014,0,47.6482,-122.408,3350,4165
3,2.5,1550,930,2.0,0,0,3,8,1060.0,490,2006,0,47.5857,-122.314,1550,1301
4,2.5,2640,25038,2.0,0,0,4,8,2640.0,0,1995,0,47.5277,-122.174,2630,16668
3,2.5,1700,4000,2.0,0,0,3,7,1700.0,0,2003,0,47.5327,-121.871,1700,4417
4,3.0,2770,2650,2.0,0,0,3,9,2180.0,590,2014,0,47.6435,-122.354,1820,2960
4,2.0,1950,3757,1.0,0,0,4,6,1160.0,790,1908,0,47.5372,-122.269,1720,3757
2,1.0,830,4000,1.0,0,0,4,6,830.0,0,1947,0,47.6909,-122.381,1420,4000
3,1.75,1780,120661,1.0,0,0,4,6,1780.0,0,1979,0,47.7731,-121.897,1440,25000
3,2.5,2080,4556,2.0,0,0,3,8,2080.0,0,1999,0,47.6036,-122.014,1530,5606
6,4.25,5480,189050,2.0,0,0,4,10,5140.0,340,1991,0,47.412,-122.168,2470,10429
3,2.25,1370,5000,2.0,0,0,3,7,1370.0,0,1990,0,47.7372,-121.981,1600,7724
3,1.5,1920,61014,1.0,0,0,3,6,1920.0,0,1953,0,47.4446,-122.074,1616,61014
3,1.0,1460,10914,1.0,0,0,4,7,1460.0,0,1959,0,47.4511,-122.173,1490,8314
6,3.0,2630,8800,1.0,0,0,3,7,1610.0,1020,1959,0,47.7166,-122.293,1220,1173
5,2.0,1760,21562,1.0,0,1,3,8,1560.0,200,1959,0,47.7597,-122.263,2150,12676
3,1.75,2320,10900,2.0,0,0,3,7,2320.0,0,1935,1974,47.6877,-122.283,1610,5800
4,1.75,1450,8450,1.0,0,0,3,7,1450.0,0,1960,0,47.5289,-122.028,1540,8450
4,2.0,1410,4480,1.5,0,0,3,8,1410.0,0,1927,0,47.6385,-122.344,1240,3400
3,2.0,1650,6408,2.0,0,0,4,8,1650.0,0,1977,0,47.6638,-122.128,1750,6402
3,1.0,1130,9147,1.0,0,0,5,7,1130.0,0,1952,0,47.7006,-122.197,1930,9906
5,3.0,3610,9775,2.0,0,0,3,8,3610.0,0,2003,0,47.3545,-122.011,2800,8582
3,1.5,1800,9216,1.0,0,0,4,7,1800.0,0,1950,0,47.2739,-122.249,1400,10022
3,1.0,1200,16000,1.0,0,0,3,7,1200.0,0,1970,0,47.7452,-122.101,1960,15500
4,2.5,2470,33305,2.0,0,0,3,9,2470.0,0,1993,0,47.6303,-121.99,2440,33305
3,2.25,1980,8755,1.0,0,0,4,7,1300.0,680,1963,0,47.3922,-122.321,2030,8671
2,2.0,1370,4866,1.0,0,0,3,8,1370.0,0,2005,0,47.704,-122.012,1365,4784
4,2.25,2130,7200,2.0,0,0,3,7,2130.0,0,1972,0,47.7152,-122.168,1990,7200
4,2.5,3010,9155,2.0,0,0,3,9,3010.0,0,2005,0,47.3542,-122.027,3010,5762
5,3.25,3240,6551,1.5,0,4,4,9,2500.0,740,1939,0,47.6792,-122.273,2740,9300
3,1.5,1520,7200,1.0,0,0,4,7,1160.0,360,1990,0,47.3855,-122.302,1460,7200
5,2.5,2800,11325,1.0,0,0,4,8,1400.0,1400,1970,0,47.6166,-122.172,2510,13700
2,1.0,1120,7560,1.0,0,1,3,6,1120.0,0,1947,0,47.77,-122.39,1120,7200
4,3.25,3080,4120,2.0,0,0,3,9,2380.0,700,2014,0,47.6845,-122.359,1410,4120
4,1.75,2440,11793,1.0,0,4,3,8,1420.0,1020,1950,0,47.6807,-122.267,2500,8028
2,2.5,980,895,2.0,0,0,3,8,670.0,310,2009,0,47.5874,-122.386,980,899
3,2.0,1360,6082,1.0,0,0,3,7,1360.0,0,1994,0,47.3577,-122.16,1360,6987
4,2.5,2910,7287,2.0,0,0,3,8,2910.0,0,1998,0,47.5354,-121.869,2420,6180
5,2.0,1680,3240,1.0,0,0,3,5,840.0,840,1906,0,47.5965,-122.311,1380,1260
3,2.75,3910,7080,1.0,0,0,5,9,1970.0,1940,1949,0,47.6324,-122.289,3480,7370
4,2.75,4190,38912,1.0,0,0,4,9,2040.0,2150,1965,0,47.6472,-122.157,3050,36884
2,2.0,1610,17600,2.0,0,0,3,6,1610.0,0,1930,1983,47.4855,-122.266,1310,12950
5,2.5,2240,7770,1.0,0,0,3,7,1340.0,900,1978,0,47.7198,-122.171,1820,7770
4,2.5,3140,32336,1.5,0,0,3,10,3140.0,0,1995,0,47.7412,-122.087,2340,19965
2,1.0,730,2400,1.0,0,1,3,4,730.0,0,1934,0,47.35,-122.322,1220,4382
3,1.0,1260,8910,1.0,0,0,4,7,1260.0,0,1949,0,47.7,-122.375,1560,8910
5,1.75,2330,6000,1.5,0,0,3,8,2080.0,250,1937,0,47.6461,-122.392,2150,6000
3,2.0,1440,7210,1.0,0,0,3,8,1440.0,0,1983,0,47.3128,-122.184,1700,7245
4,2.25,2400,7000,1.0,0,0,4,8,1800.0,600,1965,0,47.7207,-122.184,2210,7210
4,2.5,2590,9530,1.0,0,0,4,8,1640.0,950,1978,0,47.7752,-122.285,2710,10970
2,1.0,1080,3600,1.0,0,0,3,7,1080.0,0,1922,0,47.6078,-122.291,2230,4500
3,1.0,1200,5404,1.0,0,0,3,6,1200.0,0,1937,0,47.6969,-122.368,1200,5987
5,2.75,3030,7679,2.0,0,0,3,9,3030.0,0,2014,0,47.593,-122.057,3080,6341
5,2.75,2530,7601,1.0,0,0,3,7,1520.0,1010,1992,0,47.4683,-122.263,2400,7776
1,1.0,790,2400,1.0,0,0,3,7,790.0,0,1918,0,47.6178,-122.299,1580,2566
4,2.25,2770,13129,2.0,0,0,4,8,2770.0,0,1979,0,47.6268,-122.05,2400,13129
2,1.5,1300,7632,1.0,0,2,3,7,1300.0,0,1943,0,47.6134,-122.308,1420,1676
4,2.5,3100,10000,2.0,0,0,3,9,3100.0,0,1978,0,47.3741,-122.15,1850,9438
2,1.0,820,16030,1.0,0,0,4,5,820.0,0,1923,0,47.2039,-122.003,1880,14046
